text,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17
"20 June 2019: In preparation for the UN General Assembly’s first high-level review of progress on the 2030 Agenda, the World Health Organization (WHO) and the UN Children’s Fund (UNICEF) are reporting on achievements in water, sanitation and hygiene (WASH) for the 2000-2017 period, focusing on inequalities within and between countries. SDG 6 (clean water and sanitation) contains targets on drinking water (SDG target 6.1) and sanitation services (SDG target 6.2).UNICEF and WHO collaborate on the Joint Monitoring Programme (JMP), which monitors progress on WASH worldwide. The JMP report titled, ‘Progress on household drinking water, sanitation and hygiene 2000-2017: Special focus on inequalities,’ presents data by country and region, as well as globally. TheJMP websitepresents the full datasets used to derive the estimates for each country.The report shows that some countries, such as Viet Nam, have made great progress toward closing service provision gaps within the country. However, the data shows that globally, it is still rural communities and those in the least developed countries (LDCs) that lack basic services.In 39 countries, most of them in sub-Saharan Africa, open defecation has increased.On drinking water, the population using safely managed services increased from 61% to 71% worldwide, and from 25% to 35% in LDCs. In the time period reviewed, out of every ten people who lacked access to safe drinking water, eight lived in rural areas, and nearly half lived in LDCs.On sanitation, the population using safely managed services increased from 28% to 45% globally, and sanitation services in rural areas increased from 22% to 43%. Over the reporting period, open defecation rates decreased from 21% to 9% globally, and from 7% to 2% in East and Southeast Asia. Viet Nam reduced national rates of open defecation from 18% to 3%, and also significantly increased parity of service coverage between urban and rural areas, and between the richest and poorest wealth quintiles in urban areas.Despite these markers of progress, WHO and UNICEFemphasizethat the numbers of people lacking WASH access are still high: around 2.2 billion people worldwide do not have access to safe drinking water, 4.2 billion lack safe sanitation services, and three billion lack basic handwashing facilities. Quality of services also varies among different locations, and in 39 countries, most of them in sub-Saharan Africa, open defecation has increased.Kelly Ann Naylor, UNICEF, urged governments to invest in poor and rural communities to bridge economic and geographic divides, and deliver “this essential human right.” Maria Neira, WHO, emphasized that providing WASH services will help wipe out diseases such as cholera, dysentery, hepatitis A and typhoid, and “is cost-effective and good for society in so many ways.”The report notes that in September 2019, the UNGA will hold an ‘SDG Summit,’ a meeting of the UN High-level Political Forum on Sustainable Development (HLPF) at the level of heads of state and government, to review overall progress on the 2030 Agenda and its 17 SDGs. [Publication:Progress on household drinking water, sanitation and hygiene 2000-2017: Special focus on inequalities] [UN-Water Press Release] [JMP Press Release]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"June 2019: A report by the Circle Economy, a membership-based organization, has provided a range of recommendations for municipalities to promote the transition from a linear to a circular economy. The report, based on research in several European cities, argues that municipalities and governments are responsible for creating conditions for the circular economy to thrive, and suggests that such a transition could create 700,000 new jobs in the EU by the year 2020.The report titled, ‘The Role of Municipal Policy in the Circular Economy: Investment, Jobs and Social Capital in Circular Cities’, presents the findings of a study by Circle Economy and the Erasmus Happiness Economics Research Organisation, supported by the Goldschmeding Foundation. In the 34-page report, the authors propose that governments adopt strategies and targets to help the business community share societal and environmental objectives, provide loans and subsidies for circular economy activities, and promote networks and information sharing. The report includes examples of local government action on circular economy in European cities, including Barcelona, Paris, Amsterdam, and Birmingham. It also highlights the work of companies engaged in circular economy activities, including sustainable transport and logistics, and avoidance of food waste.The concept of a circular economy was highlighted during the 2018 High-level Political Forum on Sustainable Development (HLPF) as a way of achieving SDG 12 on sustainable consumption and production as well as other Goals. An October 2018 joint meeting of the 73rd UN General Assembly’s Economic and Financial Committee (the Second Committee) and the UN Economic and Social Council (ECOSOC) on Circular Economy for the SDGsnotedthat the concept has particular application to SDG 7 (affordable and clean energy), SDG 8 (decent work and economic growth), SDG 11 (sustainable cities and communities), SDG 12 (responsible consumption and production), SDG 13 (climate action), SDG 14 (life below water), and SDG 15 (life on land).Circle Economydescribesits mission as accelerating the transition to circularity through the development of practical and scalable solutions and international campaigns. Its membership is made up of businesses and institutions that share this aim, including Oxfam. The Amsterdam-based organization has programmes on cities, jobs, textiles, the built environment, finance, and “remanufacturing.” [Publication:The Role of Municipal Policy in the Circular Economy: Investment, Jobs and Social Capital in Circular Cities]",0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
"22 September 2019: The World Bank launched the Clean Cooking Fund during the high-level event on the energy transition track of the UN Secretary-General’sClimate Action Summit. Denmark, the Netherlands, Norway and the UK have announced contributions or support to the Fund.During a session titled, ‘Energy Fueling People Clean Cooking, Energy and Health,’ Filippo Grandi, High Commissioner, UN Refugee Agency (UNHCR), noted that the vast majority of world’s 71 million refugees and displaced people do not have access to sustainable and clean cooking.In addition to the Clean Cooking Fund, the World Health Organization (WHO), the UN Department for Economic and Social Affairs (DESA), the UN Development Programme (UNDP), and the World Bank launched the Health and Energy Platform of Action (HEPA), which aims to help countries strengthen the political and technical cooperation between the health and energy sectors. Participants also proposed a High-Level Coalition of Leaders for Clean Cooking, Energy and Health to be supported by HEPA in collaboration with governments and stakeholders and to be launched in conjunction with the African Union Summit in January 2020.Speakers called on all governments to make clean cooking solutions a top political priority.In conclusion, moderator Kandeh Yumkella, Rapporteur, Clean Cooking, Energy and Health, highlighted that speakers had stressed that global energy transformation must be accelerated to achieve both the 2030 Agenda for Sustainable Development and the Paris Agreement on climate change and recognized that the world is currently not on track to meet the SDGs, including SDG 7 (on affordable and clean energy) or to keep global temperature rise this century below 1.5°C above pre-industrial levels. He also noted that speakers had called on all governments to make clean cooking solutions a top political priority and to put in place specific policies, cross-sectoral plans, and public investments to catalyze much larger amounts of private financing.Also during the high-level event, in a session titled ‘Energy Fueling Development,’ many speakers discussed the potential of renewables and energy storage, with several highlighting the World Bank’s Energy Storage Partnership. The importance of risk mitigation to promote increased investments in renewable energy at the institutional, transactional and project levels was also discussed, with announcements of support to the World Bank’s Solar Risk Mitigation Initiative. [ENB coverage of the high-level event on the energy transition track]",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"17 July 2019: The International Bank for Reconstruction and Development (IBRD), one of the member institutions of the World Bank, has launched a five-year Global Sustainable Development Bond in support of the Sustainable Development Goals on clean water and sanitation (SDG 6) and life below water (SDG 14). With BMO Capital Markets, RBC Capital Markets, and TD Securities as joint lead managers, the bond raised CAD 1.5 billion from institutional investors and will be listed on the Luxembourg Stock Exchange.The Sustainable Development Bond was issued as part of a World Bank initiative to engage investors on the SDGs. The final order book was oversubscribed, with final books in excess of CAD 1.85 billion. According to the World Bank, “the high quality, diversified order book was reflected in the allocation to 47 investors globally.”On the occasion of the bond launch, the World Bank, the largest multilateral funder for ocean and water projects in developing countries, expressed its commitment to work with countries to ensure access to safe and clean water and for the sustainable use of ocean and marine resources. The instrument’s joint lead managers highlighted that the bond’s success showed how well its thematic focus on the ocean and water resonated with Canadian investors. [World Bank Press Release]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"The seventh session of the Committee on Trade and Investment of the UN Economic and Social Commission for Asia and the Pacific (ESCAP) stressed the role of international trade and investment and resilient supply chains in COVID-19 recovery. High-level delegates endorsed several recommendations, and underscored the role of cooperation in recovery.ESCAP convened the Committee’s meeting from 27-29 January 2021. It took place alongside the seventh Asia-Pacific Trade and Investment Week, a series of virtual events on trade policy responses to the pandemic, digital trade facilitation, graduation from least developed country (LDC) status, and capacity building and analytical tools developed by ESCAP.In 2020, ESCAP estimates, Asia and the Pacific lost USD 2.2 trillion in trade based on pre-pandemic growth forecasts. Trade in services was affected the most. Foreign investment also recorded significant declines.UN Under-Secretary-General and Executive Secretary of ESCAP, Armida Salsiah Alisjahbana, said the region needs to build on and expand existing cooperation frameworks, including the Regional Comprehensive Economic Partnership (RCEP), the Framework Agreement on Facilitating Paperless Trade, and the Asia-Pacific Trade Agreement. She emphasized the importance of pushing “the frontiers of cooperation” to meet the challenges of post-COVID-19 recovery. Other participants highlighted the role of the rules-based trading system and regional economic architecture in enabling economic growth and recovery, including to deliver employment, well-being, and sustainable development.Delegates endorsed a number of recommendations to restore greater cooperation among countries and address the pandemic’s effects, including to resist unilateral protectionist actions, particularly in sectors linked to the COVID-19 pandemic, and to promote inward and outward foreign direct investment (FDI) in support of sustainable development. They also supported efforts to safeguard and strengthen the rules-based multilateral trading system (MTS) and to harmonize digital trade rules.The Committee recommended ESCAP continue enhancing the Trade Intelligence and Negotiation Advisor (TINA), an online tool that aims to support preparations for trade negotiations, including features that enable trade agreement text analysis. ESCAP notes that tasks such as analytical and data management are time consuming when performed manually. TINA automates these tasks, enabling countries with limited resources to benefit from a similar level of preparation as larger economies. Most recently, the Government of Bangladesh used TINA to assist with a feasibility study of a trade agreement between Bangladesh and India. [ESCAP Press Release] [Seventh Asia-Pacific Trade and Investment Week] [ESCAP Webpage on TINA] [ESCAP February Newsletter]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7 October 2019: The UN will conduct a review of its peacebuilding architecture in 2020, as called for in the review conducted in 2016. The scope, modalities and terms of reference for the 2020 review are outlined in a proposal submitted to the UN General Assembly (UNGA) and UN Security Council.In 2016, through their respective resolutions A/RES/70/262 and S/RES/2282, UNGA and the Security Council mandated a comprehensive review of the UN peacebuilding architecture to take place during the UNGA’s 74th session (2019-2020). The chair of the UN Peacebuilding Commission (PBC), Guillermo Fernandez de Soto (Colombia), prepared a proposal reflecting an “extensive consultative intergovernmental process” with PBC members, the co-facilitators of the2016 review, and the countries that have engaged with the PBC.The proposal suggests that the review process be informed by the report of the UN Secretary-General on peacebuilding and sustaining peace due at UNGA 74. Discussions convened by Member States, experts, and civil society at the UNGA, UN Economic and Social Council (ECOSOC) and the PBC at regional or country level could also inform the review “as appropriate,” the text notes.Fernandez de Soto’s document proposes two stages: a formal and an informal process. In the informal process, the PBC will convene meetings open to all UN Member States, relevant parts of the UN system, civil society representatives and independent experts “as agreed by the Peacebuilding Commission members.” These meetings are to: consider progress in the implementation of current resolutions; consider the recommendations contained in the 2018 report of the Secretary-General on Peacebuilding and Sustaining Peace; consider the implications of ongoingUN reformson the peacebuilding architecture; and consider the views expressed by civil society, research organizations and other relevant partners with regard to the resolutions on the peacebuilding architecture and the recommendations provided by the Secretary-General in his 2018 and 2019 reports on the matter.A Chair’s summary is to be circulated after each of these meetings, with the PBC Chair to send the main findings of the informal process to the UN Secretary-General, the UNGA and the Security Council for their consideration in the formal process. Member States are also invited to organize regional and thematic consultations, and two or three “eminent persons” to be selected are to submit a letter containing their views to the Secretary-General and Member States. These inputs will be considered in the formal process as well.Once the informal process concludes, the UNGA and UNSC Presidents will initiate an intergovernmental process to review the inputs. They could also organize informal interactive dialogues with the PBC.UNGA and the Security Council are to decide the modalities for the intergovernmental process. [Letter from PBC Chair]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25 September 2019: The world is “significantly off track” to achieve SDG 1 (no poverty), the latest Overseas Development Institute (ODI) assessment finds, estimating that 430 million people will still live in extreme poverty by 2030. According to ODI, most countries can afford the investment to end extreme poverty if they maximize taxation and allocate 50% of public spending to human development. However, 46 countries will face a £222 billion funding shortfall.The report reiterates the findings of the UN Secretary-General’s 2019 SDG Progress Report, noting that, of the world’s people: 1 in 12 are living in extreme poverty; one in nine are hungry; 50% lack essential healthcare; 50% are not covered by social protection; and one in five children does not attend school.The authors predict that economic growth will cut poverty rates by one-third by 2030, with poverty remaining concentrated in fragile states (86% of the total) and in low-incomes countries (LICs). While half of the extreme poor will still be in middle-income countries (MICs), the publication mentions that they will account for “a relatively small share of the population”: 3% in MICs compared to 25% in LICs.More investment in effective education, health and nutrition, and social protection programmes could end extreme poverty.The publication focuses on public finance (tax and aid), explaining that private finance is rarely used as a major source for the provision of basic social services. The briefing note updates the cost estimates of eradicating poverty for all 138 LICs and MICs, including all 47 least developed countries (LDCs), as well as the cost estimates for a set of social protection programmes designed at the scale needed to lift everyone out of extreme poverty in each country.The assessment recommends that LDCs to increase their tax revenues by a quarter (to the maximum level that is economically feasible) and to allocate half of their public spending to health, education and social protection.In order to close the financing gap and meet SDG 1 by 2030, the publication underscores that Development Assistance Committee (DAC) donors need to:Double their collective aid, with all donors meeting the 0.7% official development assistance (ODA) target;Double the share of their collective aid given to the LDCs from one-quarter to a half; andPress all multilateral agencies with a global reach to provide at least half of their support to the poorest countries.Generally, more investment in effective education, health and nutrition, and social protection programmes could end extreme poverty.The report waslaunchedon the sidelines of the UNGA’s high-level week, on 25 September 2019, in New York, US. [ODI Press Release] [Publication:Financing the end of extreme poverty – 2019 Update]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27 June 2019: A report launched by the World Bank Group ahead of the G20 Summit finds that people in developing countries spend half a trillion dollars annually (over USD 80 per person) out of their own pockets to access health services, with these expenses most affecting the poor, and proposes solutions. The publication informed a first-ever G20 Finance and Health Ministers joint session hosted by Japan as G20 President, on 28 June 2019 in Osaka.Financing universal health coverage (UHC) in developing countries has been underscored as a priority for Japan’s G20 Presidency, and was discussed also by the G20 Finance Ministers during their meeting in Fukuoka, Japan, from 8-9 June 2019. In theircommunique, the finance ministers highlighted that moving towards UHC contributes to human capital development, sustainable and inclusive growth and development, and prevention, detection and response to health emergencies such as pandemics and anti-microbial resistance. They recognized that a multi-sectoral approach, in particular the collaboration between finance and health authorities, with the “appropriate” contribution of the private sector and NGOs, is “crucial” for strengthening health financing, building on work by international organizations.By 2030 the 54 poorest countries will have a USD 176 billion gap for financing quality, affordable health services for their populations.The World Bank publication titled, ‘High-Performance Health Financing for UHC,’ finds that the majority of developing countries will fail to achieve their targets for UHC and the health- and poverty-related SDGs unless they take urgent steps to strengthen their health financing. It estimates that by 2030, the SDGs’ deadline, there will be a USD 176 billion gap in the 54 poorest countries between the financing needed to provide their populations with quality, affordable health services and funding that is actually available.To address that, the authors call for: increased national investments in health, and making investment in health a whole-of-government priority; improving financial sustainability by scaling proven investments like primary health services that reach the poorest; and taxing tobacco, alcohol and sugary drinks to raise revenue and improve health. It also underlines the need for new avenues for international collaboration to support country UHC financing efforts in two main areas: health-financing research and development; and a “sizeable” increase paired with a strategic shift in development assistance for health toward strengthening health-financing leadership, governance and organizational capacity, improved domestic resource use and mobilization, and increased global health security.The report further finds that, even in the best-case scenario with greater, more efficient and more equitable country and international investments, the 2030 UHC financing gap will not be closed, and it urges that health financing be a priority for innovation over the next decade to help bridge the gap.Speaking on the report launch, Mohamed Maait, Minister of Finance of Egypt and African Union (AU) Chair, said that in February 2019 the AU committed to increase national investments in health in the region, and to institutionalize collaboration between Ministers of Finance and Health in Africa. [World Bank Press Release] [Publication: ‘High-Performance Health Financing for UHC’] [Executive Summary]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The 57th meeting of the Global Environment Facility (GEF) Council adopted a Work Program, comprising 48 projects and five programs, including Impact Programs on sustainable cities and on food systems, land use and restoration. The Council heard updates from representatives of the GEF Conventions on, among other issues, activities leading up to “super year 2020.”The three-day meeting convened in Washington, DC, US, from 17-19 December 2019, at World Bank headquarters, bringing together representatives of governments, international organizations and civil society organizations (CSOs). It included the 27th meeting of the Council for the Least Developed Countries Fund (LDCF) and Special Climate Change Fund (SCCF), and was preceded by a consultation with CSOs on 16 December, which focused on the theme, ‘Illegal Wildlife Trade: A Civil Society Organization’s Perspective.’With total resources amounting to USD 588.5 million, the Work Program includes the first three Non-Grant Instruments and the first dedicated GEF-funded initiative that will focus entirely on indigenous peoples. It will benefit 87 recipient countries, including 25 Least Developed Countries (LDCs) and 24 small island developing States (SIDS). Convening as the LDCF/SCCF Council, Members also approved the LDCF Work Program comprising nine projects, with total resources amounting to USD 59.95 million.The Council heard updates by Rossana Silva Repetto, Executive Secretary, Minamata Convention on Mercury, Elizabeth Mrema, Acting Executive Secretary, Convention on Biological Diversity (CBD), and Basile van Havre, Co-Chair, Open-Ended Working Group on the Post-2020 Global Biodiversity Framework, among other representatives. The updates included information on the Conventions’ activities leading up to “super year 2020,” which GEF CEO and Chairperson Naoko Ishii highlighted as “a make or break year for humanity and for our planet.”The GEF Council also discussed a proposed strategy for private sector engagement, identifying areas where the strategy could benefit from further clarification and greater detail. The GEF Secretariat will present a revised strategy to the 58th meeting of the Council in June 2020. An implementation plan is expected to be presented to the Council no later than December 2020.During a pledging session, Belgium pledged EUR 15 million to the LDCF for new projects. [IISD RS Coverage of 57th GEF Council Meeting] [57th GEF Council Meeting Webpage]",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"15 July 2019: An event on the sidelines of the 2019 UN High-level Political Forum on Sustainable Development (HLPF) focused on the G20’s role in implementing the 2030 Agenda for Sustainable Development and provided insights into the G20 development agenda.The event titled, ‘The 2030 Agenda under the Japanese Presidency of the G20,’ was organized by the Government of Japan and the UN Department of Economic and Social Affairs (DESA), and included a number of panel discussions. Participants discussed the ways in which Japan is committed to achieving the SDGs by highlighting support for,inter alia, World Trade Organization (WTO) reform and the concept of ‘Data Free Flow with Trust,’ which aims to increase accountability in the digital world.A panel on ‘Outcome of the G20 Osaka Summit’ presented the main results of theG20 Osaka Leaders’ Declaration, which addresses Japan’s priority areas for the G20: quality infrastructure; disaster risk reduction (DRR); marine plastic litter; climate change; women empowerment; health; and education.Princess Haifa Al Mogrin, Saudi Arabia, announced the priorities for her country’s G20 Presidency in 2020, underscoring women’s empowerment and youth, infrastructure, food security, energy, human capital, climate change, inclusive business, water, and small and medium-sized enterprises (SMEs).During another panel titled, ‘Analysis on G20 Contribution to the Implementation of the 2030 Agenda,’ Kerri Elgar, Organisation for Economic Co-operation and Development (OECD), presented the report titled, ‘G20 Contribution to the 2030 Agenda: Progress and Way Forward,’ which explores the ways in which the G20 could collectively contribute to the SDGs. She highlighted opportunities for: lowering costs of remittances to generate at least USD 25 billion a year by 2030; increasing female participation in the workforce and reducing the gender gap by 25% by 2025; and cooperating on tax transparency, which has already resulted in USD 95 billion in additional revenue since 2009.Mansour Ndiaye, UN Development Programme (UNDP), recommended areas for further work, including: fiscal space; industrialization and trade; quality infrastructure, including energy; harnessing science and technology for innovation; and climate action, with a focus on DRR.The panel on ‘Empowering Future Generations’ included a presentation of the World Bank’sHuman Capital Project, which aims to accelerate investments in people for greater equity and economic growth. Youth participants highlighted the importance of: rights at work and social protection; equal pay for equal work; programmes for youth professional development; investment in soft skills, such as communication and collaboration; and adoption of transparency rules for sustainable businesses.IISD Reporting Services is coveringselected side eventsduring the 2019 HLPF. [IISD RS Coverage of Side Event on the 2030 Agenda under the Japanese Presidency of the G20] [G20 Japan 2019 Website]",0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"Fifty-three World Trade Organization (WTO) members committed to not impose export prohibitions or restrictions on foodstuffs purchased for non-commercial humanitarian purposes by the World Food Programme (WFP). The agreement could help to ensure that trade rules support progress towards SDG 2 (zero hunger).In response to the COVID-19 pandemic, several countries initially restricted food exports, raising concerns that poor consumers in net food-importing countries would face difficulties in accessing food. In an informal WTO meeting on 10 November, WFP staff said the organization had faced difficulties procuring humanitarian aid in the new market and policy environment. Singapore then introduced a proposal to exempt from export restrictions food bought for humanitarian purposes ahead of the WTO’s General Council meeting on 16 December.On 21 January 2021, 53 WTO members released a joint statement that recognizes the “critical humanitarian support” provided by the WFP. Members stress that the COVID-19 pandemic and other crises have made this humanitarian support “more urgent.” Signatories therefore commit to not impose export prohibitions or restrictions on foodstuffs purchased for non-commercial humanitarian purposes by the WFP.The following delegations signed the statement: Albania, Angola, Australia, Bahrain, Bangladesh, Brazil, Brunei Darussalam, Canada, Chad, Chile, Colombia, Costa Rica, Ecuador, El Salvador, the EU, Fiji, the Gambia, Grenada, Guyana, Iceland, Israel, Jamaica, Japan, the Republic of Korea, Kuwait, Lao People’s Democratic Republic (PDR), Liechtenstein, Mali, Mauritius, Mexico, Moldova, Mongolia, Montenegro, Myanmar, New Zealand, North Macedonia, Norway, Paraguay, Peru, Qatar, Saint Lucia, Samoa, Saudi Arabia, Singapore, Switzerland, the Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu; Thailand, Ukraine, United Arab Emirates (UAE), the UK; the US; Uruguay; and Viet Nam. [Joint Statement] [SDG Knowledge Hub Story on WTO Members’ Consideration of Easing Restrictions]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The Sustainable Development Solutions Network (SDSN) and the Institute for European Environmental Policy (IEEP) have published the first-ever Europe Sustainable Development Report, assessing quantitative progress of the EU and its member states towards the SDGs. The report notes that European countries lead globally on the SDGs, but none are on track to achieve the Goals by 2030.The 2019 Europe Sustainable Development Report, released on 19 November, finds that:The ten countries closest to achieving the SDGs are in Europe – Denmark, Sweden, Finland, Austria, Germany, France, the Netherlands, Czech Republic, Slovania and Estonia – but no European country is on track to achieve the Goals;The greatest challenges facing the EU and its member states in achieving the Goals relate to climate, biodiversity, the circular economy and on strengthening the convergence in living standards across countries and regions; andEuropean countries generate large, negative spillovers that impede other countries’ ability to achieve the SDGs, such as greenhouse gas emissions (GHG), biodiversity loss embodied in trade, banking secrecy and weapons exports.The report outlines six transformations that pose challenges for the EU, but have the potential to promote the 17 SDGs: well-educated workforce and innovative economy, built on excellence in education, gender equality and social protection; health and wellbeing for all, built on universal health coverage and healthy lifestyles; climate-neutral and circular economy, based on decarbonizing energy systems by 2050 and massively increasing resource efficiency in European industry; sustainable food systems, land use and oceans, built on efficient and sustainable agriculture, conservation and restoration of nature, healthy diets, and sustainable food processing and international value chains; sustainable cities and communities that are productive, healthful, inclusive and green, with a particular focus on small towns and rural communities; and digital and other modern technologies for sustainable development, built on excellence in key industries, while protecting privacy, human rights and social inclusion.The authors call on the European Commission, in collaboration with the European Parliament and the European Council, to ensure that EU processes are in place to achieve the SDGs, including under the framework of the European Green Deal. They also recommend that the EU define clear SDG targets to guide policy implementation and monitoring, and ensure coherence between the Goals and existing instruments and mechanisms, including budget, investment strategies, and regulatory governance and monitoring frameworks. They call on the EU to align its development cooperation with the SDGs to serve the needs of emerging economies and poor countries.An annex to the report provides profiles of the EU and each member state, as well as indicator profiles. Additional information and resources related to the report are available on itswebpage.In June 2019, SDSN and Bertelsmann Stiftung published theSustainable Development Report 2019, including an SDG Index and Dashboards. Additional regional reports in 2019 have coveredAfrica, the Arab region, and theMediterranean. [Publication:2019 Europe Sustainable Development Report: Towards a strategy for achieving the Sustainable Development Goals in the European Union] [Press release]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27 September 2019: In an assessment of the state of Europe’s biodiversity, the International Union for Conservation of Nature (IUCN) finds that 58% of endemic trees (those that exist only in this region) in Europe are threatened by extinction. The assessment aims to improve knowledge of the continent’s biodiversity and evaluate overlooked species for the European Red List.The report titled, ‘European Red List of Trees,’ looks at the conservation status of the 454 tree species native to Europe and finds that 42% of trees regionally are threatened with extinction. Among Europe’s endemic trees, the assessment classifies 58% as threatened and 15% as critically endangered. TheSorbusgenus, which includes the Crimean Rowan and the Mountain-ash, are particularly affected, with 75% of Europe’s 170Sorbusspecies classified as threatened.The assessment identifies invasive species, unsustainable logging and urban development as key threats to Europe’s tree species. The leaf-miner moth, for instance, is an invasive species that originated in the mountainous regions of the Balkans. It invaded the rest of Europe, damaging horse-chestnut trees (Aesculus hippocastanum), which are now classified as vulnerable. Additional threats to Europe’s tree species include agriculture and climate change.IUCN Red List Unit Head, Craig Hilton-Taylor said the European Red List assessment highlights the importance of both conserving these species and integrating them into “regular conservation planning and land management.” [IUCN Press Release] [Publication:European Red List of Trees]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"High-level speakers exchanged perspectives on how to build a global economic system based on social and economic inclusion, equity, and environmental justice, during the latest roundtable in the ‘Rebirthing the Global Economy’ series. The series is part of the Initiative on Financing for Development in the Era of COVID-19 and Beyond, which is co-convened by Canada, Jamaica, and the UN.The roundtable took place virtually on 24 November 2020, organized by the Office of the UN Deputy Secretary-General.UN Secretary-General Antonio Guterrestold the groupthat one million people have died from the COVID-19 pandemic, and it has pushed 100 million into extreme poverty, doubled hunger, and increased inequalities. He said educational disruptions could create a “lost generation, especially for children trapped on the wrong side of the digital divide.” Guterres further lamented that the “gender equality gap is widening” and women’s labor force participation, a key driver for inclusive growth, “has been set back decades.” Guterres stressed that vaccines, tests, and treatments “must be global public goods, available and affordable for all.” He called for global coordination and emphasized the need to close the funding gap for vaccine affordability and accessibility.He also urged aligning recovery efforts with the 2030 Agenda and the Paris Agreement on climate change. He called for a “quantum leap” towards a global coalition for net zero greenhouse gas (GHG) emissions, integrating carbon neutrality goals into all economic and fiscal policies, and implementing measures to transition towards green jobs.The World Bank Group’s Chief Economist Carmen Reinhart said many of today’s economic challenges pre-date COVID-19. She called for “realism and persistence” to support low-income and emerging markets to survive the pandemic.European Central Bank President Christine Lagarde observed a need to focus on the millions of people at the bottom of the economic scale. Journalist and Nobel laureate Paul Krugman called for disrupting the COVID-19 transmission chain, and providing economic compensation for those whose livelihoods have been negatively affected by pandemic-related restrictions.Previous roundtables in the series featured insights from women leaders and from young women economists on jobs and climate action. The Initiative held aministerial meetingon 8 September 2020 to consider a menu of policy options, and ameeting of Heads of State and Governmenton 29 September 2020. Leaders are expected to convene again in December 2020 to take stock of progress on policy ambitions for financing sustainable development amid COVID-19. [UN News story] [Roundtable webpage] [Initiative on Financing for Development in the Era of COVID-19 and Beyond] [SDG Knowledge Hub story on previous roundtable]",0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"UN Deputy Secretary-General Amina Mohammed briefed Member States on the ‘SDG Moment’ to be convened by the UN Secretary-General in September 2020. The SDG Moment is an annual event mandated by Heads of State and Government in the political declaration of the 2019 SDG Summit. It will take place as part of every high-level week of the UN General Assembly from 2020 to 2030.Speaking on 6 August 2020, Mohammed reminded delegates that the Moment is meant to serve as an “annual SDG check-in” and snapshot of progress, rather than a comprehensive picture of implementation. It will build on the most recent HLPF session, highlight shortfalls in implementation and investment, and showcase interventions underway to increase action.On the format, she said approximately 20 Heads of State and Government will be able to speak each year, with a three-minute slot. This ensures that all Member States can address the SDG Moment at least once in the coming 11 years.Mohammed said the proposed criteria for participation each year would require States to: be represented at the level of Head of State or Government; have completed at least one Voluntary National Review (VNR); and commit to discussing their implementation gaps as well as plans for filling those gaps. The line-up for each year also needs to ensure regional representation, gender balance, and representation of countries’ different circumstances.In 2020, the SDG Moment will take place for three hours on the morning of Friday, 18 September. She said most statements will be delivered virtually, although the possibility of a hybrid format is being considered.As next steps, the regional groups of Member States will be asked to nominate States to speak in September 2020. Nominees are requested by 21 August. [Briefing of UN Deputy Secretary-General] [SDG Knowledge Hub story on announcement of SDG Moments, September 2019]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
